srcIata,dstIata, flights ,stage, duration 
TSN,UYN, <1 ,428,1
TYN,PEK, <1 ,267,1
UYN,DLC, <1 ,653,1
UYN,KMG, <1 ,989,2
UYN,LHW, <1 ,346,1
VCP,PFB, <1 ,485,1
VER,DFW, <1 ,948,2
VKO,DYU, <1 ,1871,4
VPY,MPM, <1 ,471,1
VVO,SVX, <1 ,3139.458791,7
XFN,PEK, <1 ,610,1
XMN,DPS, <1 ,2292,5
XMN,NGB, <1 ,423,1
YBG,YUL, <1 ,237,1
YDF,YUL, <1 ,808,2
YHZ,LGA, <1 ,597,1
YIA,SIN, <1 ,763,2
YSJ,YUL, <1 ,383,1
YUL,YBG, <1 ,237,1
YUL,YQY, <1 ,663,1
YUL,YSJ, <1 ,383,1
YXS,YYJ, <1 ,364,1
YYJ,YXS, <1 ,364,1
YZF,YWJ, <1 ,332,1
ZRH,LAX, <1 ,5939,13
ZUH,SJW, <1 ,1124,2
ADD,PVG, <1 ,5492,12
AER,GOJ, <1 ,899,2
AKU,KRL, <1 ,590,1
AKV,YIK, <1 ,146,1
AMS,SOF, <1 ,1091,2
AMS,YYC, <1 ,4468,10
ANC,PHX, <1 ,2551,6
ATL,SBA, <1 ,2022,4
BET,KOT, <1 ,165,1
BGM,DTW, <1 ,378,1
BKO,LFW, <1 ,774,2
BLQ,BVA, <1 ,551,1
BLR,FRA, <1 ,4602,10
BOG,YUL, <1 ,2806,6
BOM,GWL, <1 ,603,1
BOM,ZRH, <1 ,4067,9
BOS,SNN, <1 ,2895,6
BPN,GHS, <1 ,107,1
BVA,BLQ, <1 ,551,1
CAI,NBO, <1 ,2193,5
CAN,JHB, <1 ,1629,4
CBR,PER, <1 ,1921,4
CDG,HAN, <1 ,5700,13
CGN,TFS, <1 ,2003,4
CGQ,DOY, <1 ,575,1
CIJ,LPB, <1 ,379,1
CLE,SLC, <1 ,1565,3
CMH,SLC, <1 ,1529,3
CPH,LAX, <1 ,5624,12
CSX,YBP, <1 ,530,1
CTA,BRI, <1 ,270,1
CXJ,GRU, <1 ,491,1
DAD,SAI, <1 ,324,1
DEL,FCO, <1 ,3693,8
DEN,BTM, <1 ,578,1
DFW,PUJ, <1 ,2031,5
DIB,IXB, <1 ,416,1
DOY,SZX, <1 ,1067,2
DPS,SWQ, <1 ,155,1
DTW,BGM, <1 ,378,1
EBL,DUS, <1 ,2101,5
FCO,DEL, <1 ,3693,8
FKB,GRO, <1 ,540,1
FRA,BLR, <1 ,4602,10
FRA,HAN, <1 ,5422,12
FRA,IBZ, <1 ,848,2
GHS,BPN, <1 ,107,1
GIG,IAH, <1 ,5016,11
GOJ,AER, <1 ,899,2
GRO,FKB, <1 ,540,1
GRU,CXJ, <1 ,491,1
GWL,BOM, <1 ,603,1
GZO,HIR, <1 ,236,1
HAN,CDG, <1 ,5700,13
HAN,FRA, <1 ,5422,12
HDG,PVG, <1 ,563,1
HND,DOH, <1 ,5138,11
HOU,PNS, <1 ,488,1
IAD,MGW, <1 ,140,1
IAH,GIG, <1 ,5016,11
IBZ,FRA, <1 ,848,2
INC,XUZ, <1 ,689,2
IOM,LHR, <1 ,251,1
IST,KGL, <1 ,2976,7
IST,MZH, <1 ,356,1
IXB,DIB, <1 ,416,1
JBK,KHG, <1 ,766,2
JHB,CAN, <1 ,1629,4
JHM,HNL, <1 ,84,1
JIU,SZX, <1 ,504,1
JIU,XIY, <1 ,534,1
KEF,MSP, <1 ,2944,7
KHG,JBK, <1 ,766,2
KHN,LYI, <1 ,451,1
KNS,MEL, <1 ,161,1
KOA,MUE, <1 ,31,1
KOT,AUK, <1 ,41,1
KRL,AKU, <1 ,590,1
KUF,VKO, <1 ,537,1
LAX,CPH, <1 ,5624,12
LAX,SGU, <1 ,348,1
LFW,FIH, <1 ,1219,3
LGW,SNN, <1 ,388,1
LHR,IOM, <1 ,251,1
LHR,KGL, <1 ,4094,9
LHR,RDU, <1 ,3872,9
LIM,BSB, <1 ,1977,4
LIT,DCA, <1 ,888,2
LPB,CIJ, <1 ,379,1
LYI,KHN, <1 ,451,1
MCO,ORH, <1 ,1091,2
MEL,KNS, <1 ,161,1
MGW,IAD, <1 ,140,1
MJK,CVQ, <1 ,69,1
MKE,SLC, <1 ,1246,3
MLA,OTP, <1 ,858,2
MQT,MSP, <1 ,296,1
MSP,KEF, <1 ,2944,7
MUE,KOA, <1 ,31,1
MZH,IST, <1 ,356,1
NBJ,VHC, <1 ,484,1
NBX,UPG, <1 ,1106,2
NMA,VKO, <1 ,1849,4
ORH,MCO, <1 ,1091,2
OTP,MLA, <1 ,858,2
PEK,WDS, <1 ,605,1
PER,CBR, <1 ,1921,4
PER,MJK, <1 ,441,1
PIT,SLC, <1 ,1659,4
PKX,RLK, <1 ,469,1
PNS,HOU, <1 ,488,1
PUJ,DFW, <1 ,2031,5
PVG,ADD, <1 ,5492,12
PVG,HDG, <1 ,563,1
RDU,LHR, <1 ,3872,9
RLK,PKX, <1 ,469,1
RUH,WAE, <1 ,322,1
SAI,DAD, <1 ,324,1
SAN,GEG, <1 ,1027,2
SAW,AMM, <1 ,734,2
SBP,SEA, <1 ,847,2
SEA,SBP, <1 ,847,2
SGU,LAX, <1 ,348,1
SLC,CLE, <1 ,1565,3
SLC,CMH, <1 ,1529,3
SLC,MKE, <1 ,1246,3
SLC,PIT, <1 ,1659,4
SLN,ORD, <1 ,559,1
SNN,BOS, <1 ,2895,6
SNN,LGW, <1 ,388,1
SOF,AMS, <1 ,1091,2
SWQ,DPS, <1 ,155,1
SZX,JIU, <1 ,504,1
TFS,CGN, <1 ,2003,4
TGO,SJW, <1 ,535,1
UYN,TSN, <1 ,428,1
VIE,IAD, <1 ,4464,10
VKO,KUF, <1 ,537,1
VKO,NMA, <1 ,1849,4
VVI,TJA, <1 ,289,1
WAE,RUH, <1 ,322,1
WDS,PEK, <1 ,605,1
XIY,JIU, <1 ,534,1
XMN,KHN, <1 ,332,1
XUZ,INC, <1 ,689,2
YBP,CSX, <1 ,530,1
YGW,YUD, <1 ,100,1
YHZ,YYR, <1 ,599,1
YIK,YZG, <1 ,15,1
YKG,YQC, <1 ,93,1
YPJ,YTQ, <1 ,47,1
YQC,YKG, <1 ,93,1
YQC,YWB, <1 ,79,1
YQY,YUL, <1 ,663,1
YRT,YUT, <1 ,310,1
YUD,YPH, <1 ,145,1
YUL,BOG, <1 ,2806,6
YUL,YGW, <1 ,701,2
YWB,YQC, <1 ,79,1
YWB,YZG, <1 ,127,1
YYC,AMS, <1 ,4468,10
YYR,YHZ, <1 ,599,1
YZG,YWB, <1 ,127,1
YZS,YRT, <1 ,287,1
ZFN,YVQ, <1 ,44,1
ZRH,BOM, <1 ,4067,9
ADD,PEK, <1 ,5180,12
ADE,JIB, <1 ,154,1
AIP,HDO, <1 ,210,1
ANC,CDV, <1 ,160,1
ARN,DXB, <1 ,2974,7
ATL,KIN, <1 ,1181,3
BGW,ISU, <1 ,165,1
BJL,FNA, <1 ,400,1
BLR,CDG, <1 ,4866,11
BRI,CTA, <1 ,270,1
BSB,IMP, <1 ,710,2
BSL,KRK, <1 ,584,1
BTM,DEN, <1 ,578,1
CDG,BLR, <1 ,4866,11
CDG,SGN, <1 ,6286,14
CDV,ANC, <1 ,160,1
CDV,YAK, <1 ,213,1
CHS,TPA, <1 ,371,1
CIU,DTW, <1 ,283,1
CKG,KOW, <1 ,571,1
COS,MDW, <1 ,917,2
CPH,SPU, <1 ,851,2
CXR,DMK, <1 ,596,1
DFW,TQO, <1 ,1050,2
DME,SSH, <1 ,1901,4
DMK,CXR, <1 ,596,1
DOH,HND, <1 ,5138,11
DOH,LIS, <1 ,3618,8
DTW,CIU, <1 ,283,1
DUS,EBL, <1 ,2101,5
DXB,ARN, <1 ,2974,7
DXB,OSL, <1 ,3195,7
EWR,YYC, <1 ,2022,4
FCO,PVG, <1 ,5710,13
FLL,PNS, <1 ,525,1
HAN,VCL, <1 ,442,1
HDO,NDC, <1 ,655,1
HEL,HKG, <1 ,4860,11
HKG,HEL, <1 ,4860,11
HOU,ONT, <1 ,1345,3
HRB,ZUH, <1 ,1783,4
HSN,TSN, <1 ,813,2
IMP,BSB, <1 ,710,2
IMT,MSP, <1 ,257,1
JNU,KTN, <1 ,235,1
JNU,PSG, <1 ,123,1
JNU,YAK, <1 ,199,1
JST,ORD, <1 ,487,1
KIN,ATL, <1 ,1181,3
KOW,CKG, <1 ,571,1
KRK,BSL, <1 ,584,1
KTN,JNU, <1 ,235,1
KTN,WRG, <1 ,83,1
LCA,MAN, <1 ,2159,5
LIS,DOH, <1 ,3618,8
LLV,PEK, <1 ,337,1
MAD,PVG, <1 ,6394,14
MDW,COS, <1 ,917,2
MEX,OAK, <1 ,1878,4
MSP,IMT, <1 ,257,1
NBO,CAI, <1 ,2193,5
OAK,MEX, <1 ,1878,4
ONT,HOU, <1 ,1345,3
ORD,JST, <1 ,487,1
OSL,DXB, <1 ,3195,7
PEK,ADD, <1 ,5180,12
PEK,LLV, <1 ,337,1
PKX,TGO, <1 ,409,1
PKX,YNZ, <1 ,469,1
PNS,FLL, <1 ,525,1
PSG,JNU, <1 ,123,1
PSG,WRG, <1 ,31,1
PVG,FCO, <1 ,5710,13
PVG,MAD, <1 ,6394,14
PVG,YKH, <1 ,649,1
REC,THE, <1 ,582,1
SGN,CDG, <1 ,6286,14
SHE,YCU, <1 ,777,2
SHE,ZUH, <1 ,1475,3
SHF,TCG, <1 ,209,1
SLY,SVO, <1 ,1200,3
SOC,HLP, <1 ,278,1
SVO,SLY, <1 ,1200,3
TCG,SHF, <1 ,209,1
TGO,PKX, <1 ,409,1
THE,REC, <1 ,582,1
TJA,VVI, <1 ,289,1
TNA,WEH, <1 ,278,1
TPA,CHS, <1 ,371,1
TQO,DFW, <1 ,1050,2
TSN,HSN, <1 ,813,2
UEL,MPM, <1 ,620,1
VCL,HAN, <1 ,442,1
WEH,TNA, <1 ,278,1
WRG,KTN, <1 ,83,1
WRG,PSG, <1 ,31,1
XIY,HJJ, <1 ,505,1
YAK,CDV, <1 ,213,1
YAK,JNU, <1 ,199,1
YCU,SHE, <1 ,777,2
YGL,YUL, <1 ,591,1
YKH,PVG, <1 ,649,1
YNZ,PKX, <1 ,469,1
YYC,EWR, <1 ,2022,4
ZUH,HRB, <1 ,1783,4
ACV,DEN, <1 ,1026,2
ACX,CAN, <1 ,539,1
AER,CSY, <1 ,935,2
AMM,SAW, <1 ,734,2
AUH,GVA, <1 ,3065,7
BRC,COR, <1 ,781,2
CAI,MAN, <1 ,2327,5
CAN,ACX, <1 ,539,1
CDG,YYC, <1 ,4589,10
CGB,OPS, <1 ,247,1
CGK,SZX, <1 ,2035,5
CGO,TPE, <1 ,786,2
CIF,PVG, <1 ,787,2
CRL,TLS, <1 ,494,1
CSY,AER, <1 ,935,2
DEN,ACV, <1 ,1026,2
DEN,JLN, <1 ,582,1
DOH,EVN, <1 ,1107,2
EVN,DOH, <1 ,1107,2
EWR,NAP, <1 ,4416,10
FIH,LFW, <1 ,1219,3
FUO,PVG, <1 ,760,2
GDX,OVB, <1 ,2446,5
GVA,AUH, <1 ,3065,7
HIR,MUA, <1 ,205,1
HND,DXB, <1 ,4939,11
HRB,LYG, <1 ,848,2
IST,MRU, <1 ,4632,10
IST,TRN, <1 ,1095,2
IXC,PNQ, <1 ,851,2
JHG,ZYI, <1 ,568,1
JLN,DEN, <1 ,582,1
KIX,WUH, <1 ,1250,3
KNG,SOQ, <1 ,252,1
LHR,TPA, <1 ,4411,10
LIN,MLA, <1 ,715,2
LOS,LFW, <1 ,145,1
MAD,PHL, <1 ,3683,8
MAN,CAI, <1 ,2327,5
MAO,REC, <1 ,1764,4
MCT,MNL, <1 ,4121,9
MED,ADD, <1 ,1073,2
MLA,LIN, <1 ,715,2
MNL,BAH, <1 ,4585,10
MNL,MCT, <1 ,4121,9
MOH,PLW, <1 ,150,1
MRU,IST, <1 ,4632,10
MSP,ICN, <1 ,6248,14
MTY,SLW, <1 ,53,1
NAP,EWR, <1 ,4416,10
OPS,CGB, <1 ,247,1
OVB,GDX, <1 ,2446,5
PEN,SGN, <1 ,579,1
PHL,MAD, <1 ,3683,8
PKX,SQJ, <1 ,905,2
PKX,YCU, <1 ,382,1
PLW,MOH, <1 ,150,1
PTY,GEO, <1 ,1459,3
PVG,CIF, <1 ,787,2
PVG,FUO, <1 ,760,2
REC,MAO, <1 ,1764,4
RMO,BVA, <1 ,1244,3
SBA,SMF, <1 ,310,1
SGN,PEN, <1 ,579,1
SLW,MTY, <1 ,53,1
SMF,SBA, <1 ,310,1
SOQ,KNG, <1 ,252,1
SQJ,PKX, <1 ,905,2
STN,VRN, <1 ,659,1
SYD,DFW, <1 ,8569,19
SZX,CGK, <1 ,2035,5
TIA,TRN, <1 ,661,1
TLS,CRL, <1 ,494,1
TPA,LHR, <1 ,4411,10
TPE,CGO, <1 ,786,2
TPE,FRA, <1 ,5830,13
TRN,IST, <1 ,1095,2
TRN,TIA, <1 ,661,1
VRN,STN, <1 ,659,1
WUH,KIX, <1 ,1250,3
YCU,PKX, <1 ,382,1
YRT,YZS, <1 ,287,1
YUL,YZV, <1 ,478,1
YUT,YRT, <1 ,310,1
YYC,CDG, <1 ,4589,10
YZV,YUL, <1 ,478,1
ZIA,OSS, <1 ,1881,4
ZYI,JHG, <1 ,568,1
ADD,BKK, <1 ,4204,9
ADD,BRU, <1 ,3487,8
AKL,TBU, <1 ,1243,3
ALA,PKX, <1 ,2043,5
ALC,GDN, <1 ,1427,3
ALP,AMM, <1 ,316,1
AMM,ALP, <1 ,316,1
ARC,VEE, <1 ,81,1
ATL,PVR, <1 ,1557,3
AUS,YYZ, <1 ,1359,3
BAH,MNL, <1 ,4585,10
BKK,ADD, <1 ,4204,9
BOH,TFS, <1 ,1748,4
BOS,MUC, <1 ,3851,9
BRU,ADD, <1 ,3487,8
BTS,STN, <1 ,796,2
CGK,MCT, <1 ,3851,9
CGO,JUZ, <1 ,493,1
CKG,ACX, <1 ,335,1
CKG,SHS, <1 ,338,1
CLJ,WAW, <1 ,392,1
CLQ,NLU, <1 ,298,1
CNF,UBA, <1 ,260,1
CVG,SFB, <1 ,735,2
DBQ,ORD, <1 ,147,1
DFW,HEL, <1 ,5224,12
DFW,SYD, <1 ,8569,19
DXB,HND, <1 ,4939,11
EBB,KHX, <1 ,196,1
EBB,KSE, <1 ,162,1
FRA,TPE, <1 ,5830,13
GDN,ALC, <1 ,1427,3
GEO,PTY, <1 ,1459,3
GYE,SCL, <1 ,2228,5
HAM,TIA, <1 ,957,2
HEL,DFW, <1 ,5224,12
HET,HUO, <1 ,499,1
HJJ,XIY, <1 ,505,1
HNY,HAK, <1 ,493,1
HUO,SHE, <1 ,335,1
HYD,LHR, <1 ,4823,11
ICN,MSP, <1 ,6248,14
IMP,SLZ, <1 ,302,1
IST,KHI, <1 ,2470,5
JUZ,CGO, <1 ,493,1
KHI,IST, <1 ,2470,5
KHX,EBB, <1 ,196,1
LAS,LIT, <1 ,1294,3
LAX,MUC, <1 ,5989,13
LBD,SVX, <1 ,1210,3
LHR,HYD, <1 ,4823,11
LHR,ORY, <1 ,227,1
LIT,LAS, <1 ,1294,3
LJG,SHA, <1 ,1313,3
LTN,TSR, <1 ,1069,2
MAN,LCA, <1 ,2159,5
MCT,CGK, <1 ,3851,9
MDW,ONT, <1 ,1706,4
MIG,NGB, <1 ,1001,2
MII,VCP, <1 ,187,1
MNL,JED, <1 ,5348,12
MUC,BOS, <1 ,3851,9
NGB,MIG, <1 ,1001,2
NLU,CLQ, <1 ,298,1
NNG,SZX, <1 ,360,1
ONT,MDW, <1 ,1706,4
ORD,DBQ, <1 ,147,1
ORY,LHR, <1 ,227,1
PEK,XIC, <1 ,1170,3
PIK,TFS, <1 ,1987,4
PKX,ALA, <1 ,2043,5
PVR,ATL, <1 ,1557,3
SCL,GYE, <1 ,2228,5
SFB,CVG, <1 ,735,2
SHA,LJG, <1 ,1313,3
SHS,CKG, <1 ,338,1
SLZ,IMP, <1 ,302,1
SQD,TFU, <1 ,826,2
STN,BTS, <1 ,796,2
SVX,LBD, <1 ,1210,3
TBU,AKL, <1 ,1243,3
TFS,BOH, <1 ,1748,4
TFS,PIK, <1 ,1987,4
TFU,SQD, <1 ,826,2
TIA,HAM, <1 ,957,2
TSR,LTN, <1 ,1069,2
UBA,CNF, <1 ,260,1
VCP,MII, <1 ,187,1
WAW,CLJ, <1 ,392,1
XIC,PEK, <1 ,1170,3
YGW,YUL, <1 ,701,2
YPH,YUD, <1 ,145,1
YQM,YTZ, <1 ,741,2
YTZ,YQM, <1 ,741,2
YUD,YGW, <1 ,100,1
YYZ,AUS, <1 ,1359,3
YZG,YIK, <1 ,15,1
ACF,YIN, <1 ,240,1
ACX,CKG, <1 ,335,1
ADB,HAM, <1 ,1336,3
ADD,MXP, <1 ,3092,7
AEP,LUQ, <1 ,465,1
AGA,RBA, <1 ,301,1
AMS,GIG, <1 ,5925,13
ARN,LIN, <1 ,1047,2
ASB,DXB, <1 ,895,2
AUS,OAK, <1 ,1497,3
AYT,DXB, <1 ,1656,4
BAH,DME, <1 ,2111,5
BCN,LPL, <1 ,863,2
BNA,TUP, <1 ,175,1
BNE,CAN, <1 ,4388,10
BOD,SXB, <1 ,472,1
BOG,ORD, <1 ,2702,6
BSL,FCO, <1 ,462,1
CAI,LOS, <1 ,2440,5
CAN,BNE, <1 ,4388,10
CDG,LOS, <1 ,2922,6
CGK,TRK, <1 ,995,2
CKG,HDG, <1 ,651,1
COK,GOI, <1 ,399,1
DGO,NLU, <1 ,474,1
DTM,SAW, <1 ,1271,3
DTW,PDX, <1 ,1953,4
DXB,ASB, <1 ,895,2
DXB,AYT, <1 ,1656,4
EDI,YYZ, <1 ,3331,7
EUG,SAN, <1 ,850,2
FCO,BSL, <1 ,462,1
FLL,ORF, <1 ,781,2
GIG,AMS, <1 ,5925,13
GOI,RPR, <1 ,655,1
HAK,HNY, <1 ,493,1
HAM,ADB, <1 ,1336,3
HDG,CKG, <1 ,651,1
HKN,RAB, <1 ,156,1
HUO,HET, <1 ,499,1
JIU,PEK, <1 ,716,2
JNB,POL, <1 ,1206,3
KMJ,PUS, <1 ,196,1
KRY,PEK, <1 ,1644,4
KWI,TRV, <1 ,2360,5
LAP,NLU, <1 ,786,2
LIN,ARN, <1 ,1047,2
LOS,CAI, <1 ,2440,5
LOS,CDG, <1 ,2922,6
LPL,BCN, <1 ,863,2
LSI,GLA, <1 ,301,1
MOZ,HUH, <1 ,97,1
MRS,VIE, <1 ,635,1
MUC,LAX, <1 ,5989,13
MXP,ADD, <1 ,3092,7
NLU,DGO, <1 ,474,1
NLU,LAP, <1 ,786,2
OAK,AUS, <1 ,1497,3
ORD,BOG, <1 ,2702,6
PDX,DTW, <1 ,1953,4
PEK,JIU, <1 ,716,2
PEK,KRY, <1 ,1644,4
PEK,YNZ, <1 ,500,1
PKX,YTY, <1 ,513,1
POL,JNB, <1 ,1206,3
PUS,KMJ, <1 ,196,1
RBA,AGA, <1 ,301,1
SAN,EUG, <1 ,850,2
SAW,DTM, <1 ,1271,3
SHE,HUO, <1 ,335,1
SNA,YVR, <1 ,1105,2
SXB,BOD, <1 ,472,1
TRK,CGK, <1 ,995,2
TUP,BNA, <1 ,175,1
VIE,MRS, <1 ,635,1
WNZ,YIH, <1 ,614,1
XIY,YIH, <1 ,294,1
YIH,WNZ, <1 ,614,1
YIH,XIY, <1 ,294,1
YIN,ACF, <1 ,240,1
YNZ,PEK, <1 ,500,1
YTY,PKX, <1 ,513,1
YTZ,YTS, <1 ,354,1
YVR,SNA, <1 ,1105,2
YYZ,EDI, <1 ,3331,7
AMS,FUE, <1 ,1905,4
AQG,PEK, <1 ,659,1
ARN,SPU, <1 ,1118,2
ATH,KTW, <1 ,899,2
ATL,SXM, <1 ,1701,4
AYT,BTS, <1 ,1038,2
BLR,DGH, <1 ,972,2
BLR,ISK, <1 ,538,1
BUF,PHX, <1 ,1911,4
CNN,MCT, <1 ,1390,3
DCA,TUL, <1 ,1050,2
DFW,NRT, <1 ,6427,14
DGH,BLR, <1 ,972,2
DME,BAH, <1 ,2111,5
DSN,TYN, <1 ,202,1
DTW,IST, <1 ,5298,12
EIN,KTW, <1 ,601,1
HMI,YIN, <1 ,616,1
HVG,MEH, <1 ,45,1
ICN,KKJ, <1 ,356,1
ISK,BLR, <1 ,538,1
IST,DTW, <1 ,5298,12
JNB,LVI, <1 ,593,1
KKJ,ICN, <1 ,356,1
KOW,PVG, <1 ,552,1
KTW,ATH, <1 ,899,2
KTW,EIN, <1 ,601,1
LHR,MAA, <1 ,5121,11
LHR,NOC, <1 ,390,1
LHW,HMI, <1 ,700,2
MAA,LHR, <1 ,5121,11
MCT,CNN, <1 ,1390,3
MFM,NRT, <1 ,1862,4
MSP,PVR, <1 ,1804,4
NOC,LHR, <1 ,390,1
NRT,DFW, <1 ,6427,14
NRT,MFM, <1 ,1862,4
ORF,FLL, <1 ,781,2
PEK,AQG, <1 ,659,1
PEK,WMT, <1 ,1016,2
PHX,BUF, <1 ,1911,4
PTY,YUL, <1 ,2529,6
PTY,YYZ, <1 ,2383,5
PVG,KOW, <1 ,552,1
SXM,ATL, <1 ,1701,4
TFU,YCU, <1 ,547,1
THE,VCP, <1 ,1267,3
TMM,TNR, <1 ,134,1
TRV,KWI, <1 ,2360,5
TUL,DCA, <1 ,1050,2
TYN,DSN, <1 ,202,1
UHS,UUS, <1 ,277,1
UUS,UHS, <1 ,277,1
VCP,THE, <1 ,1267,3
VER,VSA, <1 ,228,1
WMT,PEK, <1 ,1016,2
WRO,LTN, <1 ,745,2
YCG,YVR, <1 ,251,1
YCU,TFU, <1 ,547,1
YTS,YTZ, <1 ,354,1
YUL,PTY, <1 ,2529,6
YVR,YCG, <1 ,251,1
YYZ,ATH, <1 ,5063,11
YYZ,PTY, <1 ,2383,5
AGP,TNG, <1 ,103,1
AKX,GUW, <1 ,326,1
ALA,HGH, <1 ,2538,6
ATH,YYZ, <1 ,5063,11
AUS,BUR, <1 ,1241,3
BTS,AYT, <1 ,1038,2
BUR,AUS, <1 ,1241,3
CAN,LFQ, <1 ,883,2
CIF,TSN, <1 ,238,1
CKG,DOY, <1 ,882,2
CMW,MIA, <1 ,338,1
CPH,FLR, <1 ,818,2
CTU,FUG, <1 ,709,2
CVG,PGD, <1 ,850,2
DLM,LTN, <1 ,1766,4
DOY,CKG, <1 ,882,2
ENH,PVG, <1 ,744,2
ESB,HTY, <1 ,299,1
FLR,CPH, <1 ,818,2
FUG,CTU, <1 ,709,2
GOQ,XIY, <1 ,799,2
GUW,AKX, <1 ,326,1
GYS,PVG, <1 ,950,2
HGH,ALA, <1 ,2538,6
HTY,ESB, <1 ,299,1
HUN,TSA, <1 ,72,1
JFK,MUC, <1 ,4038,9
KHN,WMT, <1 ,580,1
KLW,JNU, <1 ,202,1
KWL,WNZ, <1 ,694,2
LFQ,CAN, <1 ,883,2
LGW,TUN, <1 ,1113,2
LHR,PKX, <1 ,5106,11
LIS,PHL, <1 ,3458,8
LTN,DLM, <1 ,1766,4
LTN,WRO, <1 ,745,2
MCT,AMM, <1 ,1472,3
MEX,TPA, <1 ,1200,3
MIA,CMW, <1 ,338,1
MQL,SYD, <1 ,522,1
MUC,JFK, <1 ,4038,9
NKG,SJW, <1 ,509,1
OTP,PRG, <1 ,673,1
PEK,XIL, <1 ,271,1
PGD,CVG, <1 ,850,2
PHL,LIS, <1 ,3458,8
PKX,LHR, <1 ,5106,11
PRG,OTP, <1 ,673,1
PVG,ENH, <1 ,744,2
PVG,GYS, <1 ,950,2
PVR,MSP, <1 ,1804,4
RHO,BRS, <1 ,1834,4
SJW,NKG, <1 ,509,1
SSH,ALA, <1 ,2588,6
TFS,STR, <1 ,1978,4
TIR,VTZ, <1 ,373,1
TNA,YNT, <1 ,215,1
TNG,AGP, <1 ,103,1
TSA,HUN, <1 ,72,1
TSN,CIF, <1 ,238,1
TUN,LGW, <1 ,1113,2
UPG,NBX, <1 ,1106,2
VSA,VER, <1 ,228,1
VTZ,TIR, <1 ,373,1
WMT,KHN, <1 ,580,1
WNZ,KWL, <1 ,694,2
ABQ,OAK, <1 ,889,2
ACF,KRL, <1 ,268,1
ADD,DMM, <1 ,1402,3
AJR,ARN, <1 ,412,1
AKN,WSN, <1 ,13,1
AMM,MCT, <1 ,1472,3
ARN,AJR, <1 ,412,1
AYT,GOJ, <1 ,1465,3
BCN,PHL, <1 ,3925,9
BER,MXP, <1 ,513,1
BGY,POZ, <1 ,569,1
BRS,JER, <1 ,152,1
BSR,EBL, <1 ,449,1
BUD,PVG, <1 ,5208,12
BVA,RMO, <1 ,1244,3
CAN,BAR, <1 ,345,1
CAY,CDG, <1 ,4416,10
CDG,CAY, <1 ,4416,10
CDG,TNG, <1 ,1012,2
CKG,ENY, <1 ,494,1
CPH,GOH, <1 ,2208,5
DAC,KMG, <1 ,794,2
DLM,SVO, <1 ,1391,3
DMM,ADD, <1 ,1402,3
ENY,CKG, <1 ,494,1
GCM,JFK, <1 ,1537,3
GLA,LSI, <1 ,301,1
GMP,KPO, <1 ,182,1
HNY,TFU, <1 ,544,1
HRB,NRT, <1 ,1004,2
IAH,YUL, <1 ,1584,4
IST,NOP, <1 ,332,1
JER,BRS, <1 ,152,1
KMG,DAC, <1 ,794,2
KOS,SAI, <1 ,196,1
KPO,GMP, <1 ,182,1
KRL,ACF, <1 ,268,1
LED,OSS, <1 ,2248,5
LFW,CDG, <1 ,2952,7
LOP,YIA, <1 ,429,1
MXP,BER, <1 ,513,1
NKG,NRT, <1 ,1267,3
NKG,UYN, <1 ,699,2
NOP,IST, <1 ,332,1
NRT,HRB, <1 ,1004,2
NUX,SVO, <1 ,1454,3
OAK,ABQ, <1 ,889,2
PDX,MIA, <1 ,2700,6
PHL,BCN, <1 ,3925,9
PNQ,BKK, <1 ,1812,4
POZ,BGY, <1 ,569,1
PVG,BUD, <1 ,5208,12
SIN,TRV, <1 ,1927,4
SMQ,SUB, <1 ,333,1
SPU,ARN, <1 ,1118,2
SVO,DLM, <1 ,1391,3
SVO,NUX, <1 ,1454,3
SYD,MQL, <1 ,522,1
TFU,HNY, <1 ,544,1
TNG,CDG, <1 ,1012,2
TPA,MEX, <1 ,1200,3
TRV,SIN, <1 ,1927,4
UYN,NKG, <1 ,699,2
XIL,PEK, <1 ,271,1
YIA,LOP, <1 ,429,1
YIN,HMI, <1 ,616,1
YNT,TNA, <1 ,215,1
YUL,IAH, <1 ,1584,4
ACF,AKU, <1 ,323,1
ACF,HTN, <1 ,146,1
ACF,TFU, <1 ,1478,3
AKU,ACF, <1 ,323,1
ALA,SSH, <1 ,2588,6
ATL,BJX, <1 ,1360,3
AVL,DEN, <1 ,1248,3
BER,CAI, <1 ,1784,4
BJX,ATL, <1 ,1360,3
BKK,PNQ, <1 ,1812,4
BLA,PMV, <1 ,83,1
BLR,GWL, <1 ,901,2
BOS,HKG, <1 ,7968,18
BSR,DOH, <1 ,432,1
CAI,BER, <1 ,1784,4
CAN,HZA, <1 ,827,2
CMN,NTE, <1 ,1002,2
COK,CNN, <1 ,134,1
DEN,AVL, <1 ,1248,3
DOH,BSR, <1 ,432,1
DSS,LIS, <1 ,1729,4
DXB,IXM, <1 ,1831,4
EWR,JNB, <1 ,7988,18
FUK,ISG, <1 ,735,2
GFF,NRA, <1 ,41,1
GOJ,AYT, <1 ,1465,3
GWL,BLR, <1 ,901,2
HAK,JIU, <1 ,755,2
HDG,HGH, <1 ,555,1
HGH,HDG, <1 ,555,1
HKG,BOS, <1 ,7968,18
HMI,LHW, <1 ,700,2
HOU,CMH, <1 ,1001,2
HTN,ACF, <1 ,146,1
HZA,CAN, <1 ,827,2
