srcIata,dstIata, flights ,stage, duration 
HYD,PNY,1,370,1
HYD,RKT,1,1557,3
HYN,YIH,1,634,1
HZA,DLC,1,412,1
HZA,HGH,1,439,1
HZA,HRB,1,906,2
HZA,TFU,1,739,2
HZG,PKX,1,675,2
IAD,ADD,1,7193,16
IAD,AUH,1,7088,16
IAD,DXB,1,7069,16
IAD,GRU,1,4736,11
IAD,ICN,1,6959,15
IAD,JST,1,120,1
IAD,SMF,1,2358,5
IAH,DOH,1,8046,18
IAH,DXB,1,8165,18
IAH,GRU,1,4901,11
IAH,HND,1,6678,15
IAH,HOB,1,502,1
IAH,LIM,1,3133,7
IAH,MID,1,717,2
IAH,ORF,1,1201,3
IAH,PBC,1,770,2
IAH,POS,1,2562,6
IAH,TPE,1,7937,18
IAH,VER,1,747,2
IBR,OKA,1,1020,2
ICN,BNE,1,4784,11
ICN,BOS,1,6829,15
ICN,DTW,1,6637,15
ICN,HEL,1,4381,10
ICN,IAD,1,6959,15
ICN,ORD,1,6552,15
IMT,DTW,1,344,1
IPL,PHX,1,211,1
IQM,HTN,1,411,1
IQN,CKG,1,445,1
IQN,PKX,1,527,1
IQT,PCL,1,330,1
IQT,TPP,1,291,1
ISK,AMD,1,219,1
ISK,DEL,1,615,1
IST,CGK,1,5876,13
IST,CPT,1,5215,12
IST,CTA,1,777,2
IST,JNB,1,4636,10
IST,LOS,1,2854,6
IST,NBO,1,2975,7
IST,TLS,1,1403,3
ITM,KUM,1,412,1
ITM,OKI,1,153,1
IWK,OKA,1,612,1
IXA,BLR,1,1151,3
IXG,BOM,1,251,1
IXR,BBI,1,214,1
IXR,PNQ,1,805,2
IXW,BBI,1,178,1
IXW,CCU,1,146,1
IZO,FSZ,1,304,1
IZO,NGO,1,225,1
IZO,OKI,1,57,1
JAF,MAA,1,220,1
JAI,GOX,1,773,2
JAI,SHJ,1,1264,3
JFK,ACC,1,5111,11
JFK,MCI,1,1113,2
JFK,MKE,1,746,2
JFK,SCL,1,5096,11
JFK,SIN,1,9487,21
JFK,SLK,1,259,1
JFK,YUL,1,333,1
JFK,YVR,1,2449,5
JLG,GOX,1,378,1
JLG,HYD,1,316,1
JLG,PNQ,1,198,1
JLN,ORD,1,484,1
JNB,AMS,1,5584,12
JNB,CDG,1,5410,12
JNB,EBB,1,1822,4
JNB,IST,1,4636,10
JNB,NLA,1,912,2
JNZ,WUH,1,808,2
JRH,CCU,1,456,1
JRO,MWZ,1,294,1
JST,IAD,1,120,1
JUH,PKX,1,609,1
JUZ,CAN,1,482,1
JUZ,CKG,1,721,2
JUZ,SZX,1,503,1
JXA,TAO,1,841,2
KAN,ADD,1,2069,5
KCH,LMN,1,393,1
KCH,MZV,1,364,1
KCH,TGC,1,76,1
KCZ,NKM,1,220,1
KCZ,NRT,1,412,1
KEA,ASB,1,370,1
KEJ,VKO,1,1879,4
KHN,XMN,1,332,1
KIX,CJU,1,506,1
KIX,DXB,1,4718,10
KIX,KMI,1,282,1
KIX,NGS,1,324,1
KKA,OME,1,130,1
KKA,SKK,1,43,1
KLH,BOM,1,193,1
KMG,CGD,1,603,1
KMG,LYI,1,1150,3
KMI,KIX,1,282,1
KMI,OKA,1,453,1
KMJ,OKA,1,496,1
KMQ,CTS,1,523,1
KMQ,OKA,1,872,2
KOA,DEN,1,3329,7
KOA,LAS,1,2717,6
KOA,LIH,1,263,1
KOJ,FSZ,1,474,1
KOJ,FUK,1,124,1
KOJ,MYJ,1,181,1
KOJ,NRT,1,620,1
KOW,CGO,1,597,1
KOW,NKG,1,468,1
KOW,PEK,1,981,2
KOW,SHA,1,534,1
KOW,TNA,1,767,2
KTD,OKA,1,228,1
KTL,WIL,1,203,1
KTM,RJB,1,123,1
KTM,SIN,1,2192,5
KTM,TMI,1,116,1
KTN,SIT,1,185,1
KTS,OME,1,64,1
KTS,TLA,1,5,1
KUL,PEK,1,2733,6
KUL,SHJ,1,3441,8
KUM,ITM,1,412,1
KVX,LED,1,681,2
KVX,VKO,1,498,1
KWE,LNL,1,503,1
KWE,ZHA,1,430,1
KWL,LYI,1,842,2
KYU,GAL,1,25,1
LAD,ADD,1,2145,5
LAS,BHM,1,1618,4
LAS,KOA,1,2717,6
LAS,LIH,1,2818,6
LAS,MAF,1,796,2
LAU,MBA,1,153,1
LAX,DOH,1,8301,18
LAX,DXB,1,8334,19
LAX,NAN,1,5518,12
LAX,PAE,1,984,2
LBB,LAS,1,775,2
LBB,PHX,1,588,1
LCA,MLA,1,1082,2
LCE,SAP,1,74,1
LDU,SDK,1,62,1
LDX,GSI,1,86,1
LED,AAQ,1,1071,2
LED,ASF,1,1180,3
LED,KVX,1,681,2
LED,SIP,1,1031,2
LED,VOZ,1,660,1
LEX,DEN,1,1086,2
LFQ,PEK,1,383,1
LFQ,PVG,1,678,2
LFQ,WUH,1,397,1
LFT,CLT,1,730,2
LGK,BLR,1,1579,4
LGW,LOS,1,3076,7
LHR,ACC,1,3160,7
LHR,ADD,1,3674,8
LHR,BOG,1,5265,12
LHR,DTW,1,3766,8
LHR,GIG,1,5734,13
LHR,PER,1,8988,20
LHW,ENH,1,541,1
LIH,KOA,1,263,1
LIH,LAS,1,2818,6
LIM,IAH,1,3133,7
LIM,SJO,1,1589,4
LJG,ZYI,1,438,1
LKO,DED,1,300,1
LKO,GAU,1,665,1
LKO,MAA,1,948,2
LKO,PAT,1,274,1
LKO,SHJ,1,1578,4
LLF,PKX,1,919,2
LMN,KCH,1,393,1
LNL,KWE,1,503,1
LNL,PKX,1,708,2
LOK,WIL,1,316,1
LOS,DXB,1,3665,8
LOS,IST,1,2854,6
LOS,LGW,1,3076,7
LPB,BOG,1,1513,3
LRE,BNE,1,616,1
LUN,DXB,1,3327,7
LWS,SLC,1,461,1
LXA,CGO,1,1391,3
LYG,SZX,1,884,2
LYI,CKG,1,780,2
LYI,KMG,1,1150,3
LYI,SHA,1,315,1
LYS,DXB,1,3103,7
LZH,HGH,1,782,2
MAA,JAF,1,220,1
MAA,LKO,1,948,2
MAA,PEN,1,1470,3
MAA,RPR,1,573,1
MAA,SXV,1,164,1
MAD,EWR,1,3607,8
MAD,HEL,1,1835,4
MAF,LAS,1,796,2
MBA,LAU,1,153,1
MBE,HND,1,631,1
MCI,JFK,1,1113,2
MCO,AUA,1,1317,3
MCO,OMA,1,1210,3
MDT,DFW,1,1232,3
MEL,CMB,1,5189,12
MEL,SFO,1,7853,17
MEM,SLC,1,1261,3
MEX,BCN,1,5901,13
MEX,BOS,1,2276,5
MEX,HAV,1,1102,2
MFM,CXR,1,761,2
MGA,BEF,1,163,1
MIA,HOG,1,427,1
MID,IAH,1,717,2
MID,TLC,1,661,1
MKE,JFK,1,746,2
MKM,MYY,1,164,1
MLA,LCA,1,1082,2
MLE,DEL,1,1692,4
MMK,VKO,1,925,2
MNL,POM,1,2437,5
MNL,VRC,1,223,1
MPY,GSI,1,49,1
MRE,ASV,1,181,1
MRV,OVB,1,1895,4
MSP,BIL,1,748,2
MSP,CIU,1,435,1
MSP,FWA,1,488,1
MSP,HND,1,5982,13
MSP,HNL,1,3972,9
MSP,LHR,1,4015,9
MSP,OKC,1,695,2
MSP,PSC,1,1254,3
MSP,YQR,1,656,1
MSQ,TBS,1,1149,3
MUC,BOM,1,3925,9
MUC,CFU,1,726,2
MUC,DEL,1,3672,8
MUR,BBN,1,86,1
MXN,CDG,1,292,1
MXP,BKK,1,5647,13
MXP,SIN,1,6408,14
MYD,ASV,1,201,1
MYJ,KOJ,1,181,1
MYJ,OKA,1,606,1
MYQ,HYD,1,359,1
MYY,BTU,1,102,1
MYY,MKM,1,164,1
MZG,CYI,1,50,1
MZV,BKI,1,150,1
MZV,KCH,1,364,1
NAL,VKO,1,881,2
NAN,LAX,1,5518,12
NAT,FOR,1,257,1
NBC,VKO,1,580,1
NBO,IST,1,2975,7
NBO,SHJ,1,2214,5
NCE,DXB,1,2976,7
NDC,BLR,1,412,1
NDC,HDO,1,655,1
NDJ,ADD,1,1630,4
NGB,TPE,1,327,1
NGB,YIH,1,617,1
NGO,IZO,1,225,1
NGO,SIN,1,3127,7
NGS,KIX,1,324,1
NGS,NRT,1,630,1
NJC,TJM,1,470,1
NKG,KOW,1,468,1
NKM,KCZ,1,220,1
NLA,JNB,1,912,2
NLU,BJX,1,187,1
NLU,CUU,1,773,2
NNG,YTY,1,984,2
NQZ,PPK,1,277,1
NRT,AUH,1,5036,11
NRT,BOS,1,6702,15
NRT,CAN,1,1831,4
NRT,DAD,1,2402,5
NRT,DEN,1,5788,13
NRT,DXB,1,4968,11
NRT,EWR,1,6732,15
NRT,KCZ,1,412,1
NRT,KOJ,1,620,1
NRT,NGS,1,630,1
NRT,SHE,1,997,2
NTG,SYX,1,1191,3
NUL,KYU,1,15,1
NZL,PKX,1,658,1
OAX,CUN,1,703,2
OBU,OTZ,1,156,1
OBU,SHG,1,8,1
OKA,CTS,1,1392,3
OKA,FSZ,1,856,2
OKA,HIJ,1,649,1
OKA,IBR,1,1020,2
OKA,IWK,1,612,1
OKA,KMI,1,453,1
OKA,KMJ,1,496,1
OKA,KMQ,1,872,2
OKA,KTD,1,228,1
OKA,MYJ,1,606,1
OKA,SDJ,1,1130,3
OKA,TAK,1,677,2
OKI,ITM,1,153,1
OKI,IZO,1,57,1
OKJ,CTS,1,703,2
OMA,MCO,1,1210,3
OME,ELI,1,95,1
OME,GAM,1,197,1
OME,KKA,1,130,1
OME,KTS,1,64,1
OME,TLA,1,59,1
OME,WMO,1,62,1
OMN,TAS,1,104,1
OMS,VKO,1,1408,3
OOL,AVV,1,858,2
OQN,TAS,1,103,1
ORD,AUH,1,7275,16
ORD,BRU,1,4159,9
ORD,DOH,1,7133,16
ORD,DXB,1,7246,16
ORD,GRU,1,5222,12
ORD,HKG,1,7793,17
ORD,ICN,1,6552,15
ORD,JLN,1,484,1
ORD,SUX,1,436,1
ORD,TPE,1,7457,17
ORF,IAH,1,1201,3
ORU,CBB,1,70,1
OTZ,ABL,1,130,1
OTZ,BKC,1,75,1
OTZ,OBU,1,156,1
PAE,LAX,1,984,2
PAT,LKO,1,274,1
PAT,PNQ,1,863,2
PBC,IAH,1,770,2
PCL,IQT,1,330,1
PCR,BOG,1,460,1
PDX,SBA,1,784,2
PEK,CIH,1,329,1
PEK,HNY,1,941,2
PEK,KOW,1,981,2
PEK,KUL,1,2733,6
PEK,LFQ,1,383,1
PEK,TGO,1,376,1
PEK,YIC,1,855,2
PEK,YIW,1,770,2
PEN,MAA,1,1470,3
PEN,XMN,1,1773,4
PER,LHR,1,8988,20
PES,VKO,1,442,1
PEZ,DME,1,325,1
PHL,DOH,1,6798,15
PHO,KVL,1,72,1
PHX,CNM,1,457,1
PHX,IPL,1,211,1
PHX,LBB,1,588,1
PHX,MAF,1,580,1
PHX,SVC,1,231,1
PKR,BHR,1,45,1
PKR,BWA,1,59,1
PKX,ACX,1,1196,3
PKX,CIH,1,292,1
PKX,ERL,1,351,1
PKX,GMP,1,578,1
PKX,HJJ,1,954,2
PKX,HZG,1,675,2
PKX,IQN,1,527,1
PKX,JUH,1,609,1
PKX,LLF,1,919,2
PKX,LNL,1,708,2
PKX,NZL,1,658,1
PKX,SHS,1,676,2
PKX,WDS,1,567,1
PKX,WUA,1,513,1
PLS,SDQ,1,285,1
PNQ,ATQ,1,905,2
PNQ,BHO,1,392,1
PNQ,CJB,1,560,1
PNQ,IXR,1,805,2
PNQ,JLG,1,198,1
PNQ,PAT,1,863,2
PNQ,RPR,1,540,1
PNR,ADD,1,2084,5
PNY,BLR,1,163,1
PNY,HYD,1,370,1
POM,MNL,1,2437,5
POS,IAH,1,2562,6
PPK,NQZ,1,277,1
PQI,BOS,1,332,1
PSC,LAX,1,851,2
PSC,MSP,1,1254,3
PTY,AMS,1,5480,12
PUJ,YQB,1,1952,4
PVG,ACX,1,1108,2
PVG,DFW,1,7351,16
PVG,DOH,1,4230,9
PVG,DOY,1,472,1
PVG,DTW,1,7137,16
PVG,LFQ,1,678,2
PVG,SEA,1,5722,13
PVG,SHS,1,571,1
PVG,TAE,1,514,1
PVG,TVS,1,628,1
PVG,WDS,1,647,1
PYB,VTZ,1,88,1
QRO,ATL,1,1328,3
RDP,BBI,1,250,1
RJB,KTM,1,123,1
RKT,HYD,1,1557,3
RNI,BEF,1,49,1
ROV,SVO,1,597,1
RPR,AMD,1,599,1
RPR,GOI,1,655,1
RPR,MAA,1,573,1
RPR,PNQ,1,540,1
SAP,LCE,1,74,1
SAW,BLQ,1,949,2
SAW,EVN,1,795,2
SBW,BTU,1,101,1
SCL,JFK,1,5096,11
SDJ,OKA,1,1130,3
SDK,LDU,1,62,1
SDK,TWU,1,113,1
SDQ,PLS,1,285,1
SEA,DOH,1,7411,16
SEA,DXB,1,7425,17
SEA,PVG,1,5722,13
SEZ,DOH,1,2075,5
SFO,DOH,1,8084,18
SFO,DXB,1,8101,18
SFO,MEL,1,7853,17
SGN,BOM,1,2326,5
SGN,CCU,1,1453,3
SGN,HKT,1,599,1
SHA,CGD,1,597,1
SHA,DOY,1,459,1
SHA,FUO,1,744,2
SHA,HNY,1,613,1
SHA,KOW,1,534,1
SHA,LYI,1,315,1
SHA,XFN,1,552,1
SHB,HND,1,618,1
SHE,BAV,1,707,2
SHE,HSN,1,937,2
SHE,NRT,1,997,2
SHG,ABL,1,23,1
SHG,OBU,1,8,1
SHI,HND,1,1143,3
SHI,UKB,1,907,2
SHJ,AHB,1,959,2
SHJ,AMD,1,1090,2
SHJ,BLR,1,1668,4
SHJ,JAI,1,1264,3
SHJ,KUL,1,3441,8
SHJ,LKO,1,1578,4
SHJ,NBO,1,2214,5
SHJ,TRZ,1,1820,4
SHS,HGH,1,491,1
SHS,PKX,1,676,2
SHS,PVG,1,571,1
SHS,TFU,1,466,1
SHS,XIY,1,349,1
SIN,AUH,1,3657,8
SIN,CPH,1,6194,14
SIN,EWR,1,9484,21
SIN,FUK,1,2802,6
SIN,HEL,1,5761,13
SIN,JFK,1,9487,21
SIN,KTM,1,2192,5
SIN,MXP,1,6408,14
SIN,NGO,1,3127,7
SIP,LED,1,1031,2
SIP,SVO,1,770,2
SIT,KTN,1,185,1
SJD,SNA,1,877,2
SJJ,BEG,1,120,1
SJO,LIM,1,1589,4
SJU,DCA,1,1554,3
SJU,HPN,1,1624,4
SLC,DCA,1,1851,4
SLC,FLL,1,2083,5
SLC,LWS,1,461,1
SLC,MEM,1,1261,3
SLK,JFK,1,259,1
SLN,DEN,1,383,1
SLZ,VCP,1,1417,3
SMF,EUG,1,384,1
SMF,IAD,1,2358,5
SMQ,SRG,1,353,1
SNA,SJD,1,877,2
SQD,SZX,1,473,1
SRG,SMQ,1,353,1
SSH,DME,1,1901,4
STN,ESB,1,1753,4
STV,DIU,1,128,1
STV,DXB,1,1146,3
STW,VKO,1,763,2
SUB,HKG,1,2042,5
SUX,ORD,1,436,1
SVA,OME,1,162,1
SVC,PHX,1,231,1
SVO,CSY,1,381,1
SVO,ROV,1,597,1
SVO,SIP,1,770,2
SVX,HTA,1,2091,5
SXV,MAA,1,164,1
SYX,NTG,1,1191,3
SZK,CPT,1,997,2
SZX,CIH,1,934,2
SZX,DOY,1,1067,2
SZX,HND,1,1796,4
SZX,JUZ,1,503,1
SZX,LYG,1,884,2
SZX,SQD,1,473,1
SZX,WDS,1,708,2
SZX,WHA,1,655,1
SZX,WMT,1,589,1
SZX,YIC,1,357,1
TAE,PVG,1,514,1
TAK,OKA,1,677,2
TAO,HND,1,1086,2
TAO,JXA,1,841,2
TAS,OMN,1,104,1
TAS,OQN,1,103,1
TBN,DFW,1,434,1
TBS,MSQ,1,1149,3
TBZ,DLM,1,963,2
TBZ,VKO,1,1276,3
TDD,VVI,1,233,1
TFU,DAT,1,840,2
TFU,GZG,1,307,1
TFU,HZA,1,739,2
TFU,SHS,1,466,1
TFU,XFN,1,464,1
TGC,KCH,1,76,1
TGO,PEK,1,376,1
TGT,DAR,1,123,1
TIR,VGA,1,216,1
TJM,NJC,1,470,1
TLA,KTS,1,5,1
TLA,OME,1,59,1
TLC,MID,1,661,1
TLH,DCA,1,716,2
TLS,IST,1,1403,3
TMI,KTM,1,116,1
TNA,KOW,1,767,2
TNA,UYN,1,436,1
TOG,TWA,1,4,1
TPE,BKI,1,1360,3
TPE,CDG,1,6092,14
TPE,FOC,1,114,1
TPE,IAH,1,7937,18
TPE,NGB,1,327,1
TPE,ORD,1,7457,17
TPE,YYZ,1,7518,17
TPP,IQT,1,291,1
TRZ,DXB,1,1826,4
TRZ,SHJ,1,1820,4
TUP,DFW,1,486,1
TVS,PVG,1,628,1
TWA,DLG,1,63,1
TWU,SDK,1,113,1
UIO,ATL,1,2356,5
UKA,MBA,1,19,1
UKB,SHI,1,907,2
USM,CNX,1,638,1
USM,HKG,1,1270,3
USM,UTP,1,224,1
UTP,HKT,1,364,1
UTP,USM,1,224,1
UYN,TNA,1,436,1
VCE,DXB,1,2756,6
VCP,CXJ,1,493,1
VCP,SLZ,1,1417,3
VEE,ARC,1,81,1
VER,IAH,1,747,2
VGA,TIR,1,216,1
VHC,NBJ,1,484,1
VIE,ADD,1,2992,7
VIE,EWR,1,4253,9
VIE,YYZ,1,4329,10
VKO,BAX,1,1843,4
VKO,KEJ,1,1879,4
VKO,KVX,1,498,1
VKO,MMK,1,925,2
VKO,NAL,1,881,2
VKO,NBC,1,580,1
VKO,OMS,1,1408,3
VKO,PES,1,442,1
VKO,STW,1,763,2
VKO,TBZ,1,1276,3
VOZ,LED,1,660,1
VRC,MNL,1,223,1
VTZ,PYB,1,88,1
VVI,BOG,1,1710,4
VVI,TDD,1,233,1
WAW,EIN,1,668,1
WDH,ADD,1,2601,6
WDS,HGH,1,586,1
WDS,PKX,1,567,1
WDS,PVG,1,647,1
WDS,SZX,1,708,2
WEF,HGH,1,454,1
WEH,CAN,1,1089,2
WHA,PKX,1,593,1
WHA,SZX,1,655,1
WIL,GGM,1,178,1
WIL,LOK,1,316,1
WIL,WJR,1,337,1
WJR,WIL,1,337,1
WMO,GLV,1,15,1
WMO,OME,1,62,1
WMT,SZX,1,589,1
WNZ,DOY,1,673,1
WUA,PKX,1,513,1
WUA,WUH,1,749,2
WUH,DOY,1,533,1
WUH,JNZ,1,808,2
WUH,LFQ,1,397,1
WUH,WUA,1,749,2
XFN,CGQ,1,1109,2
XFN,HGH,1,514,1
XFN,SHA,1,552,1
XFN,TFU,1,464,1
XFN,XIY,1,251,1
XIY,DOY,1,601,1
XIY,SHS,1,349,1
XIY,XFN,1,251,1
XIY,ZYI,1,465,1
XMN,PEN,1,1773,4
XNA,DCA,1,963,2
YBP,HAK,1,716,2
YIC,PEK,1,855,2
YIC,SZX,1,357,1
YIH,CTU,1,431,1
YIH,HGH,1,553,1
YIH,HYN,1,634,1
YIH,NGB,1,617,1
YIW,PEK,1,770,2
YQR,MSP,1,656,1
YTY,CSX,1,491,1
YTY,NNG,1,984,2
YTY,ZUH,1,824,2
YUL,DXB,1,6612,15
YUL,JFK,1,333,1
YUL,YDF,1,808,2
YUL,YVP,1,903,2
YUL,ZRH,1,3737,8
YUM,DFW,1,1022,2
YVP,YUL,1,903,2
YVR,HND,1,4709,10
YVR,JFK,1,2449,5
YVR,YQZ,1,267,1
YWG,DEN,1,783,2
YYC,YQL,1,116,1
YYC,YXH,1,164,1
YYZ,ADD,1,7154,16
YYZ,AUH,1,6923,15
YYZ,GRU,1,5074,11
YYZ,HND,1,6444,14
YYZ,TPE,1,7518,17
ZAG,DXB,1,2589,6
ZAT,HGH,1,1031,2
ZHA,KWE,1,430,1
ZNZ,DOH,1,2320,5
ZRH,GRU,1,5957,13
ZRH,YUL,1,3737,8
ZUH,YTY,1,824,2
ZYI,HGH,1,815,2
ZYI,LJG,1,438,1
ZYI,XIY,1,465,1
ACC,AMS, <1 ,3230,7
AKU,INC, <1 ,1658,4
AMA,LAS, <1 ,758,2
AMD,BBI, <1 ,870,2
AMS,ACC, <1 ,3230,7
AMS,ADB, <1 ,1447,3
AMS,BOG, <1 ,5494,12
AMS,EZE, <1 ,7106,16
AMS,MPL, <1 ,604,1
ATL,LOS, <1 ,5843,13
AUH,BRU, <1 ,3214,7
BBI,AMD, <1 ,870,2
BBI,PNQ, <1 ,785,2
BHD,CWL, <1 ,246,1
BIL,PDX, <1 ,679,2
BIO,IST, <1 ,1619,4
BLR,DPS, <1 ,2983,7
BNE,ICN, <1 ,4784,11
BOM,HAN, <1 ,2142,5
BOM,HBX, <1 ,302,1
BOM,IXM, <1 ,726,2
BOM,JGA, <1 ,296,1
BOM,JLR, <1 ,543,1
BOM,KNU, <1 ,697,2
BOM,TIR, <1 ,582,1
BQS,SVX, <1 ,2665,6
BRU,AUH, <1 ,3214,7
BSB,MCP, <1 ,1114,2
BZE,DFW, <1 ,1189,3
CFU,MUC, <1 ,726,2
CID,DCA, <1 ,801,2
CLT,MAD, <1 ,4109,9
CLT,SNA, <1 ,2099,5
CNN,COK, <1 ,134,1
CPH,EWR, <1 ,3867,9
CTG,AMS, <1 ,5241,12
CTU,HDG, <1 ,730,2
CVG,SRQ, <1 ,812,2
CWL,BHD, <1 ,246,1
DAL,SNA, <1 ,1216,3
DAR,HRE, <1 ,935,2
DBC,PKX, <1 ,534,1
DCA,CID, <1 ,801,2
DCA,LIT, <1 ,888,2
DCA,PDX, <1 ,2350,5
DEL,HEL, <1 ,3249,7
DEL,SVO, <1 ,2713,6
DEN,SHV, <1 ,792,2
DEN,SUX, <1 ,466,1
DFW,BZE, <1 ,1189,3
DFW,VER, <1 ,948,2
DLC,UYN, <1 ,653,1
DMB,NQZ, <1 ,561,1
DMK,KMG, <1 ,785,2
DOH,GVA, <1 ,2884,6
DOY,WNZ, <1 ,673,1
DPS,BLR, <1 ,2983,7
DPS,XMN, <1 ,2292,5
DTW,MEX, <1 ,1820,4
DTW,MQT, <1 ,364,1
DUB,LIN, <1 ,888,2
DXB,HGA, <1 ,1311,3
DXB,NCL, <1 ,3517,8
DYU,VKO, <1 ,1871,4
EDL,KIS, <1 ,57,1
ENH,PKX, <1 ,752,2
ESB,KSY, <1 ,533,1
EZE,AMS, <1 ,7106,16
EZE,MDE, <1 ,3026,7
FCO,GIG, <1 ,5686,13
FCO,HND, <1 ,6161,14
FMM,SKP, <1 ,695,2
FRA,MEX, <1 ,5945,13
GDE,JIJ, <1 ,245,1
GDX,KHV, <1 ,1003,2
GEG,SAN, <1 ,1027,2
GIG,FCO, <1 ,5686,13
GRR,PGD, <1 ,1118,2
GTF,SEA, <1 ,512,1
GVA,DOH, <1 ,2884,6
HAN,DPS, <1 ,2155,5
HBX,BOM, <1 ,302,1
HCZ,PKX, <1 ,970,2
HDG,CTU, <1 ,730,2
HEL,DEL, <1 ,3249,7
HEL,LIS, <1 ,2094,5
HEL,NCE, <1 ,1369,3
HGH,YIH, <1 ,553,1
HLN,SEA, <1 ,491,1
HMO,NLU, <1 ,1003,2
HND,FCO, <1 ,6161,14
HOU,SJC, <1 ,1621,4
HOU,SMF, <1 ,1624,4
HTN,KCA, <1 ,249,1
INC,AKU, <1 ,1658,4
IND,SLC, <1 ,1355,3
IST,BIO, <1 ,1619,4
IST,BOG, <1 ,6672,15
IXM,BOM, <1 ,726,2
JFK,SAT, <1 ,1587,4
JGA,BOM, <1 ,296,1
JIB,MGQ, <1 ,672,1
JIJ,GDE, <1 ,245,1
JLR,BOM, <1 ,543,1
JUZ,HAK, <1 ,781,2
JUZ,PEK, <1 ,799,2
JUZ,PKX, <1 ,762,2
KCA,HTN, <1 ,249,1
KHN,DLU, <1 ,983,2
KHV,GDX, <1 ,1003,2
KIS,MBA, <1 ,432,1
KMG,DMK, <1 ,785,2
KMG,UYN, <1 ,989,2
KNO,BTJ, <1 ,272,1
KNU,BOM, <1 ,697,2
KSY,ESB, <1 ,533,1
LAS,AMA, <1 ,758,2
LAX,PRC, <1 ,346,1
LAX,ZRH, <1 ,5939,13
LGA,YHZ, <1 ,597,1
LGW,ORK, <1 ,361,1
LHR,MSP, <1 ,4015,9
LHW,UYN, <1 ,346,1
LIN,DUB, <1 ,888,2
LIS,HEL, <1 ,2094,5
LIS,NAP, <1 ,1251,3
LLW,ADD, <1 ,1602,4
LOS,ATL, <1 ,5843,13
LUM,NKG, <1 ,1338,3
LWS,SEA, <1 ,261,1
LYI,KWL, <1 ,842,2
MAD,CLT, <1 ,4109,9
MBA,EDL, <1 ,433,1
MCP,BSB, <1 ,1114,2
MDE,EZE, <1 ,3026,7
MEX,DTW, <1 ,1820,4
MEX,FRA, <1 ,5945,13
MEX,MLM, <1 ,131,1
MEX,MSP, <1 ,1786,4
MEX,SDQ, <1 ,1923,4
MGQ,EBB, <1 ,901,2
MGQ,JIB, <1 ,672,1
MGW,ORD, <1 ,449,1
MLM,MEX, <1 ,131,1
MPL,AMS, <1 ,604,1
MPM,POL, <1 ,1029,2
MPM,UEL, <1 ,620,1
MPM,VPY, <1 ,471,1
MQT,DTW, <1 ,364,1
MSN,EWR, <1 ,799,2
MSP,MEX, <1 ,1786,4
MSP,MQT, <1 ,296,1
NAP,LIS, <1 ,1251,3
NCE,HEL, <1 ,1369,3
NCL,DXB, <1 ,3517,8
NDG,PEK, <1 ,617,1
NGB,XMN, <1 ,423,1
NKG,LUM, <1 ,1338,3
NKG,PVG, <1 ,178,1
NLU,HMO, <1 ,1003,2
NQZ,DMB, <1 ,561,1
ORD,MGW, <1 ,449,1
ORD,RNO, <1 ,1671,4
ORD,SLN, <1 ,559,1
ORF,TPA, <1 ,717,2
ORK,LGW, <1 ,361,1
OTP,STR, <1 ,851,2
PAE,SAN, <1 ,1080,2
PAE,SNA, <1 ,1009,2
PDX,BIL, <1 ,679,2
PDX,DCA, <1 ,2350,5
PEK,JUZ, <1 ,799,2
PEK,NDG, <1 ,617,1
PEK,RLK, <1 ,470,1
PEK,TYN, <1 ,267,1
PEK,XFN, <1 ,610,1
PFB,VCP, <1 ,485,1
PGD,GRR, <1 ,1118,2
PHX,ANC, <1 ,2551,6
PIT,DAL, <1 ,1060,2
PKX,CZX, <1 ,556,1
PKX,DBC, <1 ,534,1
PKX,DOY, <1 ,188,1
PKX,ENH, <1 ,752,2
PKX,HCZ, <1 ,970,2
PKX,JUZ, <1 ,762,2
PKX,WHA, <1 ,593,1
POL,MPM, <1 ,1029,2
POS,ANU, <1 ,451,1
PRC,LAX, <1 ,346,1
PVG,NKG, <1 ,178,1
RIZ,SHE, <1 ,486,1
RKT,BOM, <1 ,1171,3
RLK,PEK, <1 ,470,1
RNO,ORD, <1 ,1671,4
RTM,SAW, <1 ,1401,3
SAN,PAE, <1 ,1080,2
SAT,JFK, <1 ,1587,4
SAW,RTM, <1 ,1401,3
SBA,ATL, <1 ,2022,4
SBA,PDX, <1 ,784,2
SDQ,MEX, <1 ,1923,4
SEA,GTF, <1 ,512,1
SEA,HLN, <1 ,491,1
SEA,LWS, <1 ,261,1
SHE,RIZ, <1 ,486,1
SHV,DEN, <1 ,792,2
SIN,YIA, <1 ,763,2
SJC,HOU, <1 ,1621,4
SJW,TGO, <1 ,535,1
SJW,ZUH, <1 ,1124,2
SKP,FMM, <1 ,695,2
SLC,IND, <1 ,1355,3
SMF,HOU, <1 ,1624,4
SNA,CLT, <1 ,2099,5
SNA,DAL, <1 ,1216,3
SNA,PAE, <1 ,1009,2
SPU,CPH, <1 ,851,2
SRQ,CVG, <1 ,812,2
SRQ,STL, <1 ,903,2
STL,SRQ, <1 ,903,2
STR,OTP, <1 ,851,2
SUX,DEN, <1 ,466,1
SVO,DEL, <1 ,2713,6
SVX,BQS, <1 ,2665,6
SVX,VVO, <1 ,3139.434066,7
SZX,NNG, <1 ,360,1
TIR,BOM, <1 ,582,1
TPA,ORF, <1 ,717,2
